periodo,tramo,pensionistas
2015,"De 2.232,53 a 2.232,55",
2015,"De 2.554,48 a 2.554,50",
2015,"De 2.560,87 a 2.560,89",189595.33
2015,"De 2.159,11 a 2.159,13",
2015,"De 2.567,27 a 2.567,29",
2015,"De 2.500,01 a 2.573,68",
2015,"De 2.500,01 a 2.580,11",
2015,"De 2.500,01 a 2.600,00",
2015,"Más de 2.548,13 euros",
2015,"Más de 2.522,90 euros",
2015,"Más de 2.497,92 euros",
2015,"Más de 2.466,21 euros",
2015,"Más de 2.441,76 euros",
2015,"Más de 2.384,52 euros",
2015,"Más de 2.290,60 euros",
2015,"Más de 2.232,55 euros",
2015,"Más de 2.554,50 euros",
2015,"Más de 2.560,89 euros",20455.67
2015,"Más de 2.159,13 euros",
2015,"Más de 2.567,29 euros",
2015,"De 2.573,69 a 2.573,71",
2015,"De 2.580,12 a 2.580,14",
2015,"De 2.600,01 a 2.614,94",
2015,"De 2.600,01 a 2.659,39",
2015,"De 2.600,01 a 2.683,32",
2015,"De 2.600,01 a 2.707,47",
2015,"Más de 2.573,71 euros",
2015,"Más de 2.580,14 euros",
2015,"De 2.614,95 a 2.614,97",
2015,"De 2.659,40 a 2.659,42",
2015,"De 2.683,33 a 2.683,35",
2015,"De 2.707,48 a 2.707,50",
2015,"Más de 2.614,97 euros",
2015,"Más de 2.659,42 euros",
2015,"Más de 2.683,35 euros",
2015,"Más de 2.707,50",
2016,Hasta 150 euros,88974.83
2016,"De 150,01 a 250,00",56775.08
2016,"De 250,01 a 300,00",49919.92
2016,"De 300,01 a 350,00",102376.67
2016,"De 350,01 a 400,00",196724.75
2016,"De 400,01 a 450,00",277904.5
2016,"De 450,01 a 500,00",71495
2016,"De 500,01 a 550,00",77197.33
2016,"De 500,01 a 540,89",
2016,"De 540,90 a 600,00",
2016,"De 500,01 a 512,99",
2016,"De 513,00 a 600,00",
2016,"De 550,01 a 600,00",159813.08
2016,"De 550,01 a 570,59",
2016,"De 570,60 a 600,00",
2016,"De 600,01 a 700,00",
2016,"De 600,01 a 645,29",
2016,"De 600,01 a 641,39",
2016,"De 600,01 a 633,29",
2016,"De 600,01 a 623,99",
2016,"De 600,01 a 648,59",
2016,"De 600,01 a 655,19",1167727.17
2016,"De 600,01 a 650,00",
2016,"De 645,30 a 700,00",
2016,"De 641,40 a 700,00",
2016,"De 633,30 a 700,00",
2016,"De 624,00 a 700,00",
2016,"De 648,60 a 700,00",
2016,"De 655,20 a 700,00",135035.08
2016,"De 650,01 a 707,69",
2016,"De 650,01 a 735,89",
2016,"De 650,01 a 700,00",
2016,"De 700,01 a 750,00",
2016,"De 700,01 a 800,00",598652.08
2016,"De 707,70 a 800,00",
2016,"De 735,90 a 800,00",
2016,"De 750,01 a 800,00",
2016,"De 800,01 a 850,00",
2016,"De 800,01 a 900,00",247402.08
2016,"De 850,01 a 899,99",
2016,"De 850,01 a 900,00",
2016,"De 900,00 a 1000,00",
2016,"De 900,01 a 949,99",
2016,"De 900,01 a 964,99",
2016,"De 900,01 a 1.000,00",239321.5
2016,"De 950,00 a 1.000,00",
2016,"De 965,00 a 1.000,00",
2016,"De 1.000,01 a 1.100,00",255255.92
2016,"De 1.100,01 a 1.200,00",224231.75
2016,"De 1.200,01 a 1.300,00",204267.67
2016,"De 1.300,01 a 1.400,00",174209.58
2016,"De 1.400,01 a 1.500,00",153495.67
2016,"De 1.500,01 a 1.600,00",138759
2016,"De 1.600,01 a 1.700,00",132613.17
2016,"De 1.700,01 a 1.800,00",111106.08
2016,"De 1.800,01 a 1.900,00",101740.5
2016,"De 1.900,01 a 2.000,00",95799.5
2016,"De 2.000,01 a 2.100,00",88737.17
2016,"De 2.100,01 a 2.200,00",84426.92
2016,"De 2.200,01 a 2.300,00",73685.67
2016,"De 2.300,01 a 2.400,00",67452
2016,"De 2.400,01 a 2.548,10",
2016,"De 2.400,01 a 2.522,87",
2016,"De 2.400,01 a 2.497,89",
2016,"De 2.400,01 a 2.466,18",
2016,"De 2.400,01 a 2.441,73",
2016,"De 2.300,01 a 2.384,49",
2016,"De 2.200,01 a 2.290,57",
2016,"De 2.100,01 a 2.232,52",
2016,"De 2.400,01 a 2.554,47",
2016,"De 2.400,01 a 2.560,86",
2016,"De 2.100,01 a 2.159,10",
2016,"De 2.400,01 a 2.567,26",123474.42
2016,"De 2.400,01 a 2.500,00",
2016,"De 2.548,11 a 2.548,13",
2016,"De 2.522,88 a 2.522,90",
2016,"De 2.497,90 a 2.497,92",
2016,"De 2.466,19 a 2.466,21",
2016,"De 2.441,74 a 2.441,76",
2016,"De 2.384,50 a 2.384,52",
2016,"De 2.290,58 a 2.290,60",
2016,"De 2.232,53 a 2.232,55",
2016,"De 2.554,48 a 2.554,50",
2016,"De 2.560,87 a 2.560,89",
2016,"De 2.159,11 a 2.159,13",
2016,"De 2.567,27 a 2.567,29",209483.83
2016,"De 2.500,01 a 2.573,68",
2016,"De 2.500,01 a 2.580,11",
2016,"De 2.500,01 a 2.600,00",
2016,"Más de 2.548,13 euros",
2016,"Más de 2.522,90 euros",
2016,"Más de 2.497,92 euros",
2016,"Más de 2.466,21 euros",
2016,"Más de 2.441,76 euros",
2016,"Más de 2.384,52 euros",
2016,"Más de 2.290,60 euros",
2016,"Más de 2.232,55 euros",
2016,"Más de 2.554,50 euros",
2016,"Más de 2.560,89 euros",
2016,"Más de 2.159,13 euros",
2016,"Más de 2.567,29 euros",23893.75
2016,"De 2.573,69 a 2.573,71",
2016,"De 2.580,12 a 2.580,14",
2016,"De 2.600,01 a 2.614,94",
2016,"De 2.600,01 a 2.659,39",
2016,"De 2.600,01 a 2.683,32",
2016,"De 2.600,01 a 2.707,47",
2016,"Más de 2.573,71 euros",
2016,"Más de 2.580,14 euros",
2016,"De 2.614,95 a 2.614,97",
2016,"De 2.659,40 a 2.659,42",
2016,"De 2.683,33 a 2.683,35",
2016,"De 2.707,48 a 2.707,50",
2016,"Más de 2.614,97 euros",
2016,"Más de 2.659,42 euros",
2016,"Más de 2.683,35 euros",
2016,"Más de 2.707,50",
2017,Hasta 150 euros,90518.5
2017,"De 150,01 a 250,00",57560.25
2017,"De 250,01 a 300,00",48917.33
2017,"De 300,01 a 350,00",100658.83
2017,"De 350,01 a 400,00",195817.17
2017,"De 400,01 a 450,00",266696.08
2017,"De 450,01 a 500,00",72841.42
2017,"De 500,01 a 550,00",75547.58
2017,"De 500,01 a 540,89",
2017,"De 540,90 a 600,00",
2017,"De 500,01 a 512,99",
2017,"De 513,00 a 600,00",
2017,"De 550,01 a 600,00",148581.83
2017,"De 550,01 a 570,59",
2017,"De 570,60 a 600,00",
2017,"De 600,01 a 700,00",
2017,"De 600,01 a 645,29",
2017,"De 600,01 a 641,39",
2017,"De 600,01 a 633,29",
2017,"De 600,01 a 623,99",
2017,"De 600,01 a 648,59",
2017,"De 600,01 a 655,19",
2017,"De 600,01 a 650,00",1133779.75
2017,"De 645,30 a 700,00",
2017,"De 641,40 a 700,00",
2017,"De 633,30 a 700,00",
2017,"De 624,00 a 700,00",
2017,"De 648,60 a 700,00",
2017,"De 655,20 a 700,00",
2017,"De 650,01 a 707,69",190589.75
2017,"De 650,01 a 735,89",
2017,"De 650,01 a 700,00",
2017,"De 700,01 a 750,00",
2017,"De 700,01 a 800,00",
2017,"De 707,70 a 800,00",575362.58
2017,"De 735,90 a 800,00",
2017,"De 750,01 a 800,00",
2017,"De 800,01 a 850,00",
2017,"De 800,01 a 900,00",258569.25
2017,"De 850,01 a 899,99",
2017,"De 850,01 a 900,00",
2017,"De 900,00 a 1000,00",
2017,"De 900,01 a 949,99",
2017,"De 900,01 a 964,99",
2017,"De 900,01 a 1.000,00",244745.83
2017,"De 950,00 a 1.000,00",
2017,"De 965,00 a 1.000,00",
2017,"De 1.000,01 a 1.100,00",258739.5
2017,"De 1.100,01 a 1.200,00",229316.08
2017,"De 1.200,01 a 1.300,00",209199
2017,"De 1.300,01 a 1.400,00",179482.08
2017,"De 1.400,01 a 1.500,00",158005.08
2017,"De 1.500,01 a 1.600,00",142255.58
2017,"De 1.600,01 a 1.700,00",136255.75
2017,"De 1.700,01 a 1.800,00",115110.83
2017,"De 1.800,01 a 1.900,00",105143.33
2017,"De 1.900,01 a 2.000,00",99522.83
2017,"De 2.000,01 a 2.100,00",92369.42
2017,"De 2.100,01 a 2.200,00",90091.33
2017,"De 2.200,01 a 2.300,00",79029.25
2017,"De 2.300,01 a 2.400,00",71286.33
2017,"De 2.400,01 a 2.548,10",
2017,"De 2.400,01 a 2.522,87",
2017,"De 2.400,01 a 2.497,89",
2017,"De 2.400,01 a 2.466,18",
2017,"De 2.400,01 a 2.441,73",
2017,"De 2.300,01 a 2.384,49",
2017,"De 2.200,01 a 2.290,57",
2017,"De 2.100,01 a 2.232,52",
2017,"De 2.400,01 a 2.554,47",
2017,"De 2.400,01 a 2.560,86",
2017,"De 2.100,01 a 2.159,10",
2017,"De 2.400,01 a 2.567,26",
2017,"De 2.400,01 a 2.500,00",85586
2017,"De 2.548,11 a 2.548,13",
2017,"De 2.522,88 a 2.522,90",
2017,"De 2.497,90 a 2.497,92",
2017,"De 2.466,19 a 2.466,21",
2017,"De 2.441,74 a 2.441,76",
2017,"De 2.384,50 a 2.384,52",
2017,"De 2.290,58 a 2.290,60",
2017,"De 2.232,53 a 2.232,55",
2017,"De 2.554,48 a 2.554,50",
2017,"De 2.560,87 a 2.560,89",
2017,"De 2.159,11 a 2.159,13",
2017,"De 2.567,27 a 2.567,29",
2017,"De 2.500,01 a 2.573,68",58631.33
2017,"De 2.500,01 a 2.580,11",
2017,"De 2.500,01 a 2.600,00",
2017,"Más de 2.548,13 euros",
2017,"Más de 2.522,90 euros",
2017,"Más de 2.497,92 euros",
2017,"Más de 2.466,21 euros",
2017,"Más de 2.441,76 euros",
2017,"Más de 2.384,52 euros",
2017,"Más de 2.290,60 euros",
2017,"Más de 2.232,55 euros",
2017,"Más de 2.554,50 euros",
2017,"Más de 2.560,89 euros",
2017,"Más de 2.159,13 euros",
2017,"Más de 2.567,29 euros",
2017,"De 2.573,69 a 2.573,71",226542.75
2017,"De 2.580,12 a 2.580,14",
2017,"De 2.600,01 a 2.614,94",
2017,"De 2.600,01 a 2.659,39",
2017,"De 2.600,01 a 2.683,32",
2017,"De 2.600,01 a 2.707,47",
2017,"Más de 2.573,71 euros",29369.83
2017,"Más de 2.580,14 euros",
2017,"De 2.614,95 a 2.614,97",
2017,"De 2.659,40 a 2.659,42",
2017,"De 2.683,33 a 2.683,35",
2017,"De 2.707,48 a 2.707,50",
2017,"Más de 2.614,97 euros",
2017,"Más de 2.659,42 euros",
2017,"Más de 2.683,35 euros",
2017,"Más de 2.707,50",
2018,Hasta 150 euros,90756.75
2018,"De 150,01 a 250,00",57216.42
2018,"De 250,01 a 300,00",46945.5
2018,"De 300,01 a 350,00",93437.17
2018,"De 350,01 a 400,00",155166.75
2018,"De 400,01 a 450,00",296636.42
2018,"De 450,01 a 500,00",74915.33
2018,"De 500,01 a 550,00",73879.33
2018,"De 500,01 a 540,89",
2018,"De 540,90 a 600,00",
2018,"De 500,01 a 512,99",
2018,"De 513,00 a 600,00",
2018,"De 550,01 a 600,00",134385.58
2018,"De 550,01 a 570,59",
2018,"De 570,60 a 600,00",
2018,"De 600,01 a 700,00",
2018,"De 600,01 a 645,29",
2018,"De 600,01 a 641,39",
2018,"De 600,01 a 633,29",
2018,"De 600,01 a 623,99",
2018,"De 600,01 a 648,59",
2018,"De 600,01 a 655,19",
2018,"De 600,01 a 650,00",981118.08
2018,"De 645,30 a 700,00",
2018,"De 641,40 a 700,00",
2018,"De 633,30 a 700,00",
2018,"De 624,00 a 700,00",
2018,"De 648,60 a 700,00",
2018,"De 655,20 a 700,00",
2018,"De 650,01 a 707,69",
2018,"De 650,01 a 735,89",431652.25
2018,"De 650,01 a 700,00",
2018,"De 700,01 a 750,00",
2018,"De 700,01 a 800,00",
2018,"De 707,70 a 800,00",
2018,"De 735,90 a 800,00",381888.08
2018,"De 750,01 a 800,00",
2018,"De 800,01 a 850,00",
2018,"De 800,01 a 900,00",374349.33
2018,"De 850,01 a 899,99",
2018,"De 850,01 a 900,00",
2018,"De 900,00 a 1000,00",
2018,"De 900,01 a 949,99",
2018,"De 900,01 a 964,99",
2018,"De 900,01 a 1.000,00",250008.17
2018,"De 950,00 a 1.000,00",
2018,"De 965,00 a 1.000,00",
2018,"De 1.000,01 a 1.100,00",262227.42
2018,"De 1.100,01 a 1.200,00",234183.25
2018,"De 1.200,01 a 1.300,00",215264.17
2018,"De 1.300,01 a 1.400,00",186787.92
2018,"De 1.400,01 a 1.500,00",163674.42
2018,"De 1.500,01 a 1.600,00",146522.58
2018,"De 1.600,01 a 1.700,00",140384.25
2018,"De 1.700,01 a 1.800,00",120507.5
2018,"De 1.800,01 a 1.900,00",108328.17
2018,"De 1.900,01 a 2.000,00",103984.33
2018,"De 2.000,01 a 2.100,00",96246.08
2018,"De 2.100,01 a 2.200,00",95398.83
2018,"De 2.200,01 a 2.300,00",85775
2018,"De 2.300,01 a 2.400,00",75059.75
2018,"De 2.400,01 a 2.548,10",
2018,"De 2.400,01 a 2.522,87",
2018,"De 2.400,01 a 2.497,89",
2018,"De 2.400,01 a 2.466,18",
2018,"De 2.400,01 a 2.441,73",
2018,"De 2.300,01 a 2.384,49",
2018,"De 2.200,01 a 2.290,57",
2018,"De 2.100,01 a 2.232,52",
2018,"De 2.400,01 a 2.554,47",
2018,"De 2.400,01 a 2.560,86",
2018,"De 2.100,01 a 2.159,10",
2018,"De 2.400,01 a 2.567,26",
2018,"De 2.400,01 a 2.500,00",87832.42
2018,"De 2.548,11 a 2.548,13",
2018,"De 2.522,88 a 2.522,90",
2018,"De 2.497,90 a 2.497,92",
2018,"De 2.466,19 a 2.466,21",
2018,"De 2.441,74 a 2.441,76",
2018,"De 2.384,50 a 2.384,52",
2018,"De 2.290,58 a 2.290,60",
2018,"De 2.232,53 a 2.232,55",
2018,"De 2.554,48 a 2.554,50",
2018,"De 2.560,87 a 2.560,89",
2018,"De 2.159,11 a 2.159,13",
2018,"De 2.567,27 a 2.567,29",
2018,"De 2.500,01 a 2.573,68",
2018,"De 2.500,01 a 2.580,11",41457.25
2018,"De 2.500,01 a 2.600,00",41404.75
2018,"Más de 2.548,13 euros",
2018,"Más de 2.522,90 euros",
2018,"Más de 2.497,92 euros",
2018,"Más de 2.466,21 euros",
2018,"Más de 2.441,76 euros",
2018,"Más de 2.384,52 euros",
2018,"Más de 2.290,60 euros",
2018,"Más de 2.232,55 euros",
2018,"Más de 2.554,50 euros",
2018,"Más de 2.560,89 euros",
2018,"Más de 2.159,13 euros",
2018,"Más de 2.567,29 euros",
2018,"De 2.573,69 a 2.573,71",
2018,"De 2.580,12 a 2.580,14",139521.42
2018,"De 2.600,01 a 2.614,94",5296.67
2018,"De 2.600,01 a 2.659,39",
2018,"De 2.600,01 a 2.683,32",
2018,"De 2.600,01 a 2.707,47",
2018,"Más de 2.573,71 euros",
2018,"Más de 2.580,14 euros",19765
2018,"De 2.614,95 a 2.614,97",102220.17
2018,"De 2.659,40 a 2.659,42",
2018,"De 2.683,33 a 2.683,35",
2018,"De 2.707,48 a 2.707,50",
2018,"Más de 2.614,97 euros",15274.42
2018,"Más de 2.659,42 euros",
2018,"Más de 2.683,35 euros",
2018,"Más de 2.707,50",
2019,Hasta 150 euros,88929.17
2019,"De 150,01 a 250,00",54358.5
2019,"De 250,01 a 300,00",41251
2019,"De 300,01 a 350,00",74331
2019,"De 350,01 a 400,00",104768.58
2019,"De 400,01 a 450,00",336700.08
2019,"De 450,01 a 500,00",83445.42
2019,"De 500,01 a 550,00",71631.75
2019,"De 500,01 a 540,89",
2019,"De 540,90 a 600,00",
2019,"De 500,01 a 512,99",
2019,"De 513,00 a 600,00",
2019,"De 550,01 a 600,00",104902.67
2019,"De 550,01 a 570,59",
2019,"De 570,60 a 600,00",
2019,"De 600,01 a 700,00",
2019,"De 600,01 a 645,29",
2019,"De 600,01 a 641,39",
2019,"De 600,01 a 633,29",
2019,"De 600,01 a 623,99",
2019,"De 600,01 a 648,59",
2019,"De 600,01 a 655,19",
2019,"De 600,01 a 650,00",748011.67
2019,"De 645,30 a 700,00",
2019,"De 641,40 a 700,00",
2019,"De 633,30 a 700,00",
2019,"De 624,00 a 700,00",
2019,"De 648,60 a 700,00",
2019,"De 655,20 a 700,00",
2019,"De 650,01 a 707,69",
2019,"De 650,01 a 735,89",
2019,"De 650,01 a 700,00",521699.58
2019,"De 700,01 a 750,00",181894.58
2019,"De 700,01 a 800,00",
2019,"De 707,70 a 800,00",
2019,"De 735,90 a 800,00",
2019,"De 750,01 a 800,00",183381.92
2019,"De 800,01 a 850,00",409229.92
2019,"De 800,01 a 900,00",
2019,"De 850,01 a 899,99",132436
2019,"De 850,01 a 900,00",
2019,"De 900,00 a 1000,00",252027.75
2019,"De 900,01 a 949,99",
2019,"De 900,01 a 964,99",
2019,"De 900,01 a 1.000,00",
2019,"De 950,00 a 1.000,00",
2019,"De 965,00 a 1.000,00",
2019,"De 1.000,01 a 1.100,00",263707.42
2019,"De 1.100,01 a 1.200,00",235743.58
2019,"De 1.200,01 a 1.300,00",223054.67
2019,"De 1.300,01 a 1.400,00",196875.42
2019,"De 1.400,01 a 1.500,00",171862
2019,"De 1.500,01 a 1.600,00",151902
2019,"De 1.600,01 a 1.700,00",142772.67
2019,"De 1.700,01 a 1.800,00",130620.58
2019,"De 1.800,01 a 1.900,00",112908.25
2019,"De 1.900,01 a 2.000,00",108247.92
2019,"De 2.000,01 a 2.100,00",100210.58
2019,"De 2.100,01 a 2.200,00",99405.17
2019,"De 2.200,01 a 2.300,00",95669.08
2019,"De 2.300,01 a 2.400,00",80366.42
2019,"De 2.400,01 a 2.548,10",
2019,"De 2.400,01 a 2.522,87",
2019,"De 2.400,01 a 2.497,89",
2019,"De 2.400,01 a 2.466,18",
2019,"De 2.400,01 a 2.441,73",
2019,"De 2.300,01 a 2.384,49",
2019,"De 2.200,01 a 2.290,57",
2019,"De 2.100,01 a 2.232,52",
2019,"De 2.400,01 a 2.554,47",
2019,"De 2.400,01 a 2.560,86",
2019,"De 2.100,01 a 2.159,10",
2019,"De 2.400,01 a 2.567,26",
2019,"De 2.400,01 a 2.500,00",80833.17
2019,"De 2.548,11 a 2.548,13",
2019,"De 2.522,88 a 2.522,90",
2019,"De 2.497,90 a 2.497,92",
2019,"De 2.466,19 a 2.466,21",
2019,"De 2.441,74 a 2.441,76",
2019,"De 2.384,50 a 2.384,52",
2019,"De 2.290,58 a 2.290,60",
2019,"De 2.232,53 a 2.232,55",
2019,"De 2.554,48 a 2.554,50",
2019,"De 2.560,87 a 2.560,89",
2019,"De 2.159,11 a 2.159,13",
2019,"De 2.567,27 a 2.567,29",
2019,"De 2.500,01 a 2.573,68",
2019,"De 2.500,01 a 2.580,11",
2019,"De 2.500,01 a 2.600,00",104914.08
2019,"Más de 2.548,13 euros",
2019,"Más de 2.522,90 euros",
2019,"Más de 2.497,92 euros",
2019,"Más de 2.466,21 euros",
2019,"Más de 2.441,76 euros",
2019,"Más de 2.384,52 euros",
2019,"Más de 2.290,60 euros",
2019,"Más de 2.232,55 euros",
2019,"Más de 2.554,50 euros",
2019,"Más de 2.560,89 euros",
2019,"Más de 2.159,13 euros",
2019,"Más de 2.567,29 euros",
2019,"De 2.573,69 a 2.573,71",
2019,"De 2.580,12 a 2.580,14",
2019,"De 2.600,01 a 2.614,94",
2019,"De 2.600,01 a 2.659,39",54141.17
2019,"De 2.600,01 a 2.683,32",
2019,"De 2.600,01 a 2.707,47",
2019,"Más de 2.573,71 euros",
2019,"Más de 2.580,14 euros",
2019,"De 2.614,95 a 2.614,97",
2019,"De 2.659,40 a 2.659,42",255286.67
2019,"De 2.683,33 a 2.683,35",
2019,"De 2.707,48 a 2.707,50",
2019,"Más de 2.614,97 euros",
2019,"Más de 2.659,42 euros",40805.08
2019,"Más de 2.683,35 euros",
2019,"Más de 2.707,50",
2020,Hasta 150 euros,88978.5
2020,"De 150,01 a 250,00",53957.67
2020,"De 250,01 a 300,00",39737.42
2020,"De 300,01 a 350,00",69835.75
2020,"De 350,01 a 400,00",102853.25
2020,"De 400,01 a 450,00",317636
2020,"De 450,01 a 500,00",88386.17
2020,"De 500,01 a 550,00",71353.83
2020,"De 500,01 a 540,89",
2020,"De 540,90 a 600,00",
2020,"De 500,01 a 512,99",
2020,"De 513,00 a 600,00",
2020,"De 550,01 a 600,00",93326.92
2020,"De 550,01 a 570,59",
2020,"De 570,60 a 600,00",
2020,"De 600,01 a 700,00",
2020,"De 600,01 a 645,29",
2020,"De 600,01 a 641,39",
2020,"De 600,01 a 633,29",
2020,"De 600,01 a 623,99",
2020,"De 600,01 a 648,59",
2020,"De 600,01 a 655,19",
2020,"De 600,01 a 650,00",719040.5
2020,"De 645,30 a 700,00",
2020,"De 641,40 a 700,00",
2020,"De 633,30 a 700,00",
2020,"De 624,00 a 700,00",
2020,"De 648,60 a 700,00",
2020,"De 655,20 a 700,00",
2020,"De 650,01 a 707,69",
2020,"De 650,01 a 735,89",
2020,"De 650,01 a 700,00",523082.25
2020,"De 700,01 a 750,00",195290.08
2020,"De 700,01 a 800,00",
2020,"De 707,70 a 800,00",
2020,"De 735,90 a 800,00",
2020,"De 750,01 a 800,00",177236.42
2020,"De 800,01 a 850,00",416774.58
2020,"De 800,01 a 900,00",
2020,"De 850,01 a 899,99",11248.17
2020,"De 850,01 a 900,00",126937.25
2020,"De 900,00 a 1000,00",21318.67
2020,"De 900,01 a 949,99",118318.67
2020,"De 900,01 a 964,99",
2020,"De 900,01 a 1.000,00",
2020,"De 950,00 a 1.000,00",116697.08
2020,"De 965,00 a 1.000,00",
2020,"De 1.000,01 a 1.100,00",264496.75
2020,"De 1.100,01 a 1.200,00",237870.25
2020,"De 1.200,01 a 1.300,00",225806
2020,"De 1.300,01 a 1.400,00",202785.83
2020,"De 1.400,01 a 1.500,00",175566.58
2020,"De 1.500,01 a 1.600,00",155337.08
2020,"De 1.600,01 a 1.700,00",144903.33
2020,"De 1.700,01 a 1.800,00",134031.33
2020,"De 1.800,01 a 1.900,00",116028.92
2020,"De 1.900,01 a 2.000,00",110094.92
2020,"De 2.000,01 a 2.100,00",103808.42
2020,"De 2.100,01 a 2.200,00",100430.42
2020,"De 2.200,01 a 2.300,00",98428.42
2020,"De 2.300,01 a 2.400,00",86593.92
2020,"De 2.400,01 a 2.548,10",
2020,"De 2.400,01 a 2.522,87",
2020,"De 2.400,01 a 2.497,89",
2020,"De 2.400,01 a 2.466,18",
2020,"De 2.400,01 a 2.441,73",
2020,"De 2.300,01 a 2.384,49",
2020,"De 2.200,01 a 2.290,57",
2020,"De 2.100,01 a 2.232,52",
2020,"De 2.400,01 a 2.554,47",
2020,"De 2.400,01 a 2.560,86",
2020,"De 2.100,01 a 2.159,10",
2020,"De 2.400,01 a 2.567,26",
2020,"De 2.400,01 a 2.500,00",82946.33
2020,"De 2.548,11 a 2.548,13",
2020,"De 2.522,88 a 2.522,90",
2020,"De 2.497,90 a 2.497,92",
2020,"De 2.466,19 a 2.466,21",
2020,"De 2.441,74 a 2.441,76",
2020,"De 2.384,50 a 2.384,52",
2020,"De 2.290,58 a 2.290,60",
2020,"De 2.232,53 a 2.232,55",
2020,"De 2.554,48 a 2.554,50",
2020,"De 2.560,87 a 2.560,89",
2020,"De 2.159,11 a 2.159,13",
2020,"De 2.567,27 a 2.567,29",
2020,"De 2.500,01 a 2.573,68",
2020,"De 2.500,01 a 2.580,11",
2020,"De 2.500,01 a 2.600,00",107160.25
2020,"Más de 2.548,13 euros",
2020,"Más de 2.522,90 euros",
2020,"Más de 2.497,92 euros",
2020,"Más de 2.466,21 euros",
2020,"Más de 2.441,76 euros",
2020,"Más de 2.384,52 euros",
2020,"Más de 2.290,60 euros",
2020,"Más de 2.232,55 euros",
2020,"Más de 2.554,50 euros",
2020,"Más de 2.560,89 euros",
2020,"Más de 2.159,13 euros",
2020,"Más de 2.567,29 euros",
2020,"De 2.573,69 a 2.573,71",
2020,"De 2.580,12 a 2.580,14",
2020,"De 2.600,01 a 2.614,94",
2020,"De 2.600,01 a 2.659,39",4712.83
2020,"De 2.600,01 a 2.683,32",76709.5
2020,"De 2.600,01 a 2.707,47",
2020,"Más de 2.573,71 euros",
2020,"Más de 2.580,14 euros",
2020,"De 2.614,95 a 2.614,97",
2020,"De 2.659,40 a 2.659,42",21874.5
2020,"De 2.683,33 a 2.683,35",246120.33
2020,"De 2.707,48 a 2.707,50",
2020,"Más de 2.614,97 euros",
2020,"Más de 2.659,42 euros",3669.08
2020,"Más de 2.683,35 euros",43062.58
2020,"Más de 2.707,50",
